"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.3562750	0.0810439	0.6944630	0.1815899	0.5285420	0.5920828	0.4772924	0.8672294	0.6500483	0.7145631
0.5389945	0.0385212	0.6990263	0.1240505	0.6375902	0.7380400	0.3766305	0.5668678	0.6021925	0.4322159
0.0000000	0.3726836	0.2643345	0.3623740	0.8043362	0.3751750	0.8300751	0.7745205	0.6211513	0.7196954
0.7331094	0.0000000	0.3771581	0.6002870	0.1510230	0.3396784	0.5208251	0.6787224	0.7350115	0.7922641
0.7070529	0.1391272	0.0000000	0.3730533	0.0791767	0.4025691	0.6641803	0.8045297	0.7220312	0.6658928
0.8450825	0.1071007	0.6167796	0.0000000	0.1489169	0.2836348	0.1099868	0.6342242	0.5874284	0.7160394
0.8780137	0.1364529	0.4261411	0.5616994	0.0000000	0.3271487	0.5416993	0.5681723	0.7343038	0.7933364
0.6164494	0.3975987	0.4614097	0.6272800	0.0947163	0.0000000	0.4606635	0.5924707	0.7374282	0.7962721
0.6906661	0.0855962	0.3150332	0.2712395	0.0843933	0.3024242	0.0000000	0.7503346	0.8041040	0.6355293
0.7996258	0.2786197	0.3753798	0.6637898	0.1194226	0.6322827	0.5464286	0.0000000	0.7722994	0.6917469
0.7928387	0.1223010	0.2351013	0.3983948	0.1357722	0.2983418	0.6929004	0.7674369	0.0000000	0.0362879
0.7939821	0.1399857	0.4215866	0.3636434	0.1241278	0.3397100	0.6154742	0.6776090	0.7247379	0.0000000
0.3898410	0.0722337	0.3478002	0.6396958	0.3456091	0.3160643	0.6244579	0.6492305	0.6661835	0.6923661
0.8357763	0.0357751	0.4121334	0.6607454	0.1485260	0.3326363	0.4636410	0.8164285	0.7763790	0.5841345
0.6812331	0.0840938	0.2647904	0.7067496	0.1658057	0.2568047	0.5354631	0.7055173	0.6845420	0.7791802
0.6802011	0.0607266	0.4119282	0.4466983	0.0742647	0.2900926	0.4754313	0.5998749	0.6775331	0.7786995
0.6363000	0.0750232	0.4103195	0.7210109	0.1224172	0.2532243	0.4780143	0.6185092	0.6573481	0.6908296
0.6742165	0.1150666	0.3249278	0.6523474	0.1544049	0.1630253	0.5961106	0.7112882	0.7959911	0.6985576
0.7705951	0.1163645	0.2482135	0.5218381	0.1092644	0.2745215	0.3586357	0.6390914	0.6551592	0.6830314
0.8163943	0.1783586	0.5012037	0.6765084	0.1001786	0.5216254	0.4134679	0.3217026	0.6653574	0.6734377
0.7477993	0.1089892	0.4137001	0.7156928	0.1153215	0.2276353	0.6016538	0.7493981	0.4156160	0.6208126
0.6891057	0.1386172	0.4537613	0.7476172	0.0827235	0.3004501	0.6386655	0.6910927	0.8119234	0.2645752
0.6046824	0.1231706	0.3287936	0.6047832	0.1464854	0.3258775	0.4967330	0.6496271	0.6140849	0.7481792
0.7472648	0.0145174	0.2768379	0.5924924	0.1137333	0.4199753	0.6704619	0.7873434	0.5851015	0.6379321
0.1952416	0.0666675	0.4668403	0.7665067	0.5201448	0.2495804	0.3279500	0.7170845	0.7695890	0.6548019
0.7684065	0.1396432	0.1299352	0.6305152	0.0016216	0.2795217	0.5784058	0.6209451	0.5909760	0.6678004
0.4200291	0.1071710	0.3394158	0.6284330	0.2198180	0.3295082	0.6401604	0.6728220	0.4711612	0.8043124
0.6475681	0.0236604	0.3494707	0.5407625	0.0477348	0.1340377	0.5038767	0.4542435	0.6125342	0.6828942
0.2203427	0.1879857	0.3618787	0.5945139	0.4412289	0.3384261	0.4117165	0.5654680	0.6212083	0.7913979
0.6844843	0.1317679	0.1523321	0.7433527	0.1428599	0.3288338	0.6494312	0.7461721	0.8482142	0.6229009
0.5129848	0.1413919	0.4101096	0.6492221	0.0628648	0.3404475	0.4030242	0.6686166	0.7033350	0.6574417
0.6793074	0.2225431	0.4616032	0.6674869	0.0319569	0.6963535	0.4223407	0.0246885	0.7339145	0.7638362
0.4114508	0.2648979	0.5387698	0.7322079	0.2660955	0.6220112	0.1792414	0.1225288	0.6937271	0.8356205
0.0000000	0.0672441	0.5234509	0.3796008	0.3743347	0.5340702	0.1760039	0.5324281	0.7461736	0.7443520
0.5371342	0.0000000	0.6041306	0.3662869	0.5134756	0.7491318	0.2371294	0.5021154	0.6946620	0.5746395
0.3030791	0.5957133	0.0000000	0.5591821	0.7112709	0.1694385	0.2782813	0.6393065	0.6994002	0.7325441
0.3791408	0.2826431	0.5758331	0.0000000	0.5695400	0.2245648	0.1817855	0.6317483	0.8195280	0.8473479
0.0808363	0.2597320	0.5631017	0.5372124	0.0000000	0.2421848	0.5272529	0.8031774	0.6506177	0.7973308
0.1084436	0.3354126	0.0194469	0.5740375	0.7538427	0.0000000	0.4900152	0.6282166	0.6686536	0.6226983
0.7368873	0.3257564	0.5681465	0.2037300	0.6968045	0.2455552	0.0000000	0.0355044	0.7460181	0.7132808
0.3094753	0.2791252	0.4531125	0.3544043	0.6770062	0.2964527	0.2016112	0.0000000	0.7422204	0.5974238
0.6961588	0.2221545	0.5583642	0.1701072	0.3949678	0.2003994	0.0253866	0.0297787	0.0000000	0.7168931
0.6846087	0.2332944	0.4825860	0.2781783	0.5200047	0.1984493	0.0419664	0.0583528	0.7162235	0.0000000
0.2258271	0.2140933	0.5668271	0.5450350	0.4891477	0.2779975	0.2020670	0.7624988	0.7103709	0.6512929
0.5044119	0.1065336	0.5425551	0.4554390	0.5260045	0.4887480	0.1462164	0.5939240	0.7369939	0.7436540
0.2385175	0.7352831	0.3041861	0.6242173	0.7285542	0.1764516	0.2926732	0.8356995	0.7902192	0.8019504
0.3787645	0.2858232	0.5384476	0.2410981	0.5964797	0.2176701	0.1563637	0.7853398	0.7124074	0.7676077
0.3315723	0.2811098	0.5560866	0.5407685	0.2712307	0.2799905	0.3271996	0.7477916	0.7099083	0.7644717
0.2696861	0.3997316	0.2588057	0.5574341	0.6764915	0.1022564	0.2589761	0.6657323	0.6027505	0.6805017
0.5415193	0.3144694	0.5173664	0.3738416	0.6544603	0.2600652	0.0492177	0.2387397	0.7437460	0.7377307
0.5076450	0.2555235	0.4666515	0.3332370	0.6484479	0.2847249	0.1807900	0.2658955	0.7357164	0.7623120
0.4529466	0.3094732	0.4839629	0.3746659	0.6160668	0.3205519	0.2049945	0.4494854	0.3502031	0.6071224
0.6190575	0.3154014	0.5532267	0.3043975	0.5954589	0.2312082	0.1101628	0.2085356	0.7503344	0.3100536
0.1914691	0.4486830	0.5955990	0.1557116	0.4097733	0.0815400	0.4499840	0.7935248	0.6575019	0.8260131
0.3925039	0.4205456	0.5050750	0.6545131	0.4944839	0.1597037	0.0928894	0.4741097	0.4035293	0.7720545
0.1000132	0.4159981	0.5126030	0.2629251	0.6506672	0.3398962	0.3766381	0.7554178	0.7039334	0.6141427
0.1371933	0.2493187	0.5360755	0.3028737	0.4742249	0.1059384	0.5554227	0.6886038	0.6097170	0.7708533
0.2344545	0.6167792	0.2184650	0.4832169	0.6241298	0.0470548	0.3275963	0.5890145	0.4634008	0.6274100
0.2508697	0.5256189	0.0798309	0.5711497	0.5639512	0.0168703	0.2699030	0.6804311	0.4360088	0.8082174
0.0822754	0.3197486	0.4763048	0.5241862	0.2103707	0.1546356	0.2788497	0.8477007	0.6787843	0.4853552
0.4461857	0.1068842	0.7110338	0.3522429	0.3987449	0.3816735	0.0313118	0.0719810	0.7782165	0.4999305
0.1536266	0.5905481	0.2963639	0.3467192	0.5648707	0.0443221	0.5673320	0.6630227	0.6892786	0.5412471
0.0989234	0.3788197	0.1825897	0.6487370	0.6992348	0.0547689	0.3407378	0.6271351	0.6778308	0.6831505
0.4443913	0.2461846	0.4426404	0.4895549	0.5497893	0.3290649	0.2575172	0.6472821	0.6516454	0.7659972
0.3205420	0.6879449	0.5033965	0.1750393	0.0838374	0.1041290	0.0665567	0.5830473	0.1172575	0.7247096
0.5941908	0.3611363	0.4190913	0.1970878	0.0380048	0.0248948	0.0183586	0.5004596	0.3956179	0.6763111
0.6152805	0.6447647	0.2366104	0.4005672	0.0437949	0.0734382	0.0140481	0.5047191	0.2387235	0.6518275
0.7265888	0.7872316	0.4068561	0.0879118	0.0381865	0.1043803	0.0229268	0.5244368	0.2396551	0.7262891
0.5555857	0.7654073	0.5023790	0.2327150	0.0241998	0.0557172	0.0154197	0.5245646	0.2136037	0.7839845
0.2607351	0.7055662	0.5981807	0.1615311	0.0336920	0.0233710	0.0403803	0.7898504	0.5030506	0.6389899
0.6999135	0.6382899	0.4545133	0.1350447	0.0539993	0.0619193	0.0165408	0.5634051	0.3905120	0.6722860
0.5745990	0.7618298	0.5459931	0.1815917	0.0461737	0.0625504	0.0648850	0.2435674	0.4332830	0.7913383
0.7373488	0.6757498	0.5149762	0.1213151	0.0504004	0.0600144	0.0061750	0.5792662	0.0531039	0.7143992
0.6080118	0.6354945	0.1595466	0.6909931	0.0380458	0.0268191	0.0402738	0.5873895	0.2790575	0.3549592
0.7536941	0.7179330	0.5502569	0.1551576	0.0574502	0.1134867	0.0362636	0.6234202	0.2428158	0.8082008
0.1959483	0.5824977	0.4324854	0.1691188	0.5052431	0.8473133	0.1040885	0.1992609	0.8985834	0.6556707
0.3630604	0.6502029	0.5221531	0.1270010	0.1457271	0.2075177	0.0583236	0.3600087	0.4463103	0.6302627
0.1728104	0.2367604	0.4793328	0.1648654	0.3671302	0.6706281	0.2471403	0.0920619	0.6739688	0.4646259
0.2357432	0.4621152	0.1839444	0.3491116	0.6209798	0.5822496	0.2349858	0.0885267	0.5239991	0.7560054
0.8614673	0.5679280	0.4664981	0.2077127	0.2550727	0.8024667	0.1189673	0.0885154	0.1961358	0.6164100
0.2723432	0.5061845	0.4236848	0.1766911	0.4576857	0.6236204	0.4032144	0.0869847	0.3022433	0.5556021
0.5125651	0.5804990	0.4759692	0.0621917	0.1566037	0.3818986	0.3217045	0.1486059	0.3169272	0.6592554
0.2455940	0.4452169	0.2633450	0.3098009	0.6584698	0.6082745	0.4346194	0.0461390	0.7206809	0.5807230
0.2100234	0.6541318	0.4273156	0.1504376	0.0146669	0.0015171	0.0104880	0.7477423	0.2548957	0.7280761
0.1519316	0.5903271	0.4868146	0.0213399	0.4729611	0.7140243	0.1174816	0.0889995	0.8080174	0.6552066
0.0000000	0.6730556	0.5102137	0.1288293	0.0392574	0.0290424	0.0083377	0.5978073	0.2790158	0.8647621
0.7182467	0.0000000	0.4892255	0.1758816	0.0312129	0.1300400	0.0248930	0.6042815	0.2775876	0.7490054
0.5650937	0.6928304	0.0000000	0.8745851	0.0351422	0.0630352	0.0554439	0.5664635	0.2059476	0.7467938
0.6653405	0.5924823	0.5105926	0.0000000	0.0408480	0.0352158	0.0272249	0.4608738	0.1672770	0.6962320
0.4730520	0.7341676	0.5342184	0.2333182	0.0000000	0.0839090	0.0161931	0.5893949	0.5413646	0.7888213
0.1190452	0.6228605	0.4951433	0.1101854	0.0813286	0.0000000	0.0139723	0.7897310	0.7614963	0.6630566
0.7388320	0.7323259	0.3984523	0.1598124	0.0348438	0.0656494	0.0000000	0.5069484	0.3111202	0.8246114
0.1631101	0.4208605	0.5512233	0.2234311	0.6884008	0.8032026	0.7685836	0.0000000	0.7752942	0.7771677
0.6311685	0.7374332	0.4107873	0.2082014	0.0396361	0.0454796	0.0180357	0.5961165	0.0000000	0.6735968
0.5798446	0.7366808	0.0302064	0.8077402	0.0458466	0.0582861	0.0043085	0.6491433	0.5238692	0.0000000
